strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal,auc_zexp,max_signal_zexp,min_signal_zexp,time_to_peak_zexp,initial_slope_zexp,final_signal_zexp,auc_zstrain_exp,max_signal_zstrain_exp,min_signal_zstrain_exp,time_to_peak_zstrain_exp,initial_slope_zstrain_exp,final_signal_zstrain_exp
BL032,Trimethoprim,5.0,4.0,3.0,180151443.27275,237760.0,10224.60165,1295.0,-1384.47967,207232.0,3.9898424579150786,3.952870861619035,2.1830115272977033,2.0102217195326517,-3.5046635634270595,5.64064831904224,1.5159374716057752,1.950083271772999,0.641860025141756,2.5021259638293905,-3.53273588848957,2.302676756044482
BL032,Trimethoprim,0.5,4.0,1.0,38537906.272125,74494.0,3166.0,275.0,345.40009000000026,3166.0,0.4880559840051963,0.7565765457696935,0.39655914471711506,-0.14418575376293594,0.21004586458237973,-0.20227990984586589,-0.2722399229937332,-0.2992267085293168,-0.32527144958066073,-0.07857712250763131,-0.47109937720968736,-0.408079062997263
BL032,Trimethoprim,0.5,4.0,2.0,40108880.380833335,73340.0,3378.0,275.0,908.0287833333334,3378.0,0.5269026649175812,0.7339844344881643,0.45021395113434426,-0.14418575376293594,1.4182235425465197,-0.19620981103212778,-0.2524029748587469,-0.31512532622846345,-0.29622435458824786,-0.07857712250763131,0.524671883680159,-0.40526291413543963
BL032,Trimethoprim,0.5,4.0,3.0,40829579.38875,80232.0,3063.0,275.0,-1398.0799900000002,3063.0,0.5447239416905193,0.8689106311539346,0.3704910076370461,-0.14418575376293594,-3.533868620388906,-0.20522906162801222,-0.24330259009636937,-0.2201744829160557,-0.33938395327980475,-0.07857712250763131,-3.5568064841690585,-0.4094472862650357
BL032,Trimethoprim,0.05,4.0,1.0,37985473.831,59374.0,2893.0,275.0,301.70118,2893.0,0.4743955636029292,0.4605689872110098,0.3274659270194567,-0.14418575376293594,0.11620769344224405,-0.21009659369563238,-0.2792155781760396,-0.5075344204973384,-0.36267643511334335,-0.07857712250763131,-0.548440115827922,-0.4117055188429129
BL032,Trimethoprim,0.05,4.0,2.0,37694222.59758333,70355.0,1014.0,260.0,936.8270133333332,1014.0,0.46719357111485543,0.675546434336202,-0.1480877581596645,-0.1758682166055181,1.480064289495882,-0.2638971393136224,-0.28289325534430787,-0.356249566984055,-0.6201268666734557,-0.11652863848317574,0.5756405778443332,-0.43666563068897957
BL032,Trimethoprim,0.05,4.0,3.0,39842484.9065,71550.0,3013.0,260.0,-1317.87828,3013.0,0.5203152998359,0.6989412116164683,0.35783657216128456,-0.1758682166055181,-3.3616450617529696,-0.20666068870672405,-0.25576679427400795,-0.3397860937167411,-0.3462346832308455,-0.11652863848317574,-3.414861078898185,-0.4101114723173525
BL032,Trimethoprim,0.005,4.0,1.0,5705.76275,58.5,0.1961,200.0,0.0045999999999999,37.73,-0.46475927230124947,-0.700663574937641,-0.40467007891217394,-0.30259806797584676,-0.531649548453114,-0.2918502306763021,-0.7587923485202276,-1.324721992536967,-0.7590328015176946,-0.26833470238535345,-1.0823993458360655,-0.44963412903488664
BL032,Trimethoprim,0.005,4.0,2.0,5692.603625,58.28,0.19605,200.0,0.00251,37.08,-0.4647595976970196,-0.7006678819259269,-0.4046700915666094,-0.30259806797584676,-0.5316540364775906,-0.29186884182832534,-0.7587925146826606,-1.324725023469284,-0.7590328083684247,-0.26833470238535345,-1.0824030448332191,-0.4496427634535668
BL032,Trimethoprim,0.005,4.0,3.0,5777.328,59.11,0.2036,195.0,0.0039399999999999,37.38,-0.464757502652459,-0.7006516328337573,-0.4046681807468525,-0.3131588889233742,-0.5316509657240014,-0.2918602520658531,-0.7587914448540597,-1.32471358858827,-0.759031773908202,-0.2809852077105349,-1.0824005139404298,-0.44963877833725296
BL032,Trimethoprim,50.0,5.0,1.0,6074699.471,22156.7912,14.0,85.0,54.80191999999988,17.0,-0.31241286689236847,-0.16712041771951627,-0.5891394176425591,-0.5903089405400216,-0.49191122891130434,-0.36934289277741283,-1.3755674302295706,-1.1808298914110804,-0.8189596068585311,-0.4064106310971265,-0.7952436385565939,-0.2680401454565707
BL032,Trimethoprim,50.0,5.0,2.0,6410413.1175833335,22150.29135,10.0,85.0,851.7282833333335,11.0,-0.2864998496226187,-0.16731772267036016,-0.5922379997169318,-0.5903089405400216,0.9758690789301746,-0.3701009723315052,-1.3287570200701306,-1.1810670002097714,-0.8216753128749791,-0.4064106310971265,0.24426113933128732,-0.2687076004419656
BL032,Trimethoprim,50.0,5.0,3.0,7115921.239,24938.0,14.0,0.0,-2375.77932,17.0,-0.23204318895279177,-0.08269596706748986,-0.5891394176425591,-0.7818982510279383,-4.968559818824631,-0.36934289277741283,-1.2303841214095086,-1.0793738458904607,-0.8189596068585311,-0.7964081664913861,-3.965675598488931,-0.2680401454565707
BL032,Trimethoprim,5.0,5.0,1.0,6121000.439375,21491.26525,7.0,85.0,79.70327999999972,19.0,-0.30883899432174694,-0.18732266313288398,-0.5945619362727114,-0.5903089405400216,-0.4460478624471892,-0.3690901995927154,-1.369111430175742,-1.2051076914375842,-0.8237120923873151,-0.4064106310971265,-0.7627624911295775,-0.26781766046143907
BL032,Trimethoprim,5.0,5.0,2.0,6621710.057666667,22545.31275,10.0,85.0,846.3972766666668,12.0,-0.27019029142279866,-0.15532672627670768,-0.5922379997169318,-0.5903089405400216,0.9660504219421233,-0.36997462573915646,-1.2992947192926727,-1.1666569677303622,-0.8216753128749791,-0.4064106310971265,0.2373074141743317,-0.2685963579443998
BL032,Trimethoprim,5.0,5.0,3.0,7340109.0525,24313.0,7.0,0.0,-2366.78017,12.0,-0.21473861184662732,-0.10166803477327178,-0.5945619362727114,-0.7818982510279383,-4.951985169314904,-0.36997462573915646,-1.199124374868112,-1.102173294982664,-0.8237120923873151,-0.7964081664913861,-3.953937174649115,-0.2685963579443998
BL032,Trimethoprim,0.5,5.0,1.0,6683857.58475,22073.6855,9.0,90.0,95.60553999999976,9.0,-0.26539325692934707,-0.1696431168669345,-0.593012645235525,-0.579038981099556,-0.4167590534027175,-0.37035366551620263,-1.2906291459304542,-1.1838615140933553,-0.8223542393790911,-0.38346959960334653,-0.7420197023227513,-0.2689300854370973
BL032,Trimethoprim,0.5,5.0,2.0,7165988.2575,22464.02,9.0,120.0,846.6311599999999,9.0,-0.22817862304002856,-0.15779439276789042,-0.593012645235525,-0.5114192244567618,0.966481188656331,-0.37035366551620263,-1.2234030001613931,-1.1696224555946664,-0.8223542393790911,-0.24582341064066668,0.23761248984211508,-0.2689300854370973
BL032,Trimethoprim,0.5,5.0,3.0,7582974.13425,24729.0,5.0,0.0,-2350.97948,13.0,-0.19599237641158745,-0.08904022650830333,-0.5961112273098977,-0.7818982510279383,-4.92288343206618,-0.36984827914680773,-1.1652603535337829,-1.0869979816668935,-0.8250699453955391,-0.7964081664913861,-3.9333268729893427,-0.268485115446834
BL032,Trimethoprim,0.05,5.0,1.0,6875578.746625,21855.23,6.0,140.0,35.60328000000008,11.0,-0.2505947111174474,-0.17627440092565524,-0.5953365817913046,-0.46633938669489905,-0.5272713161488133,-0.3701009723315052,-1.2638964041579646,-1.191830578175214,-0.8243910188914272,-0.15405928466554678,-0.820286200739471,-0.2687076004419656
BL032,Trimethoprim,0.05,5.0,2.0,7262774.895666666,22902.61,7.0,125.0,814.5652066666668,13.0,-0.2207078697602054,-0.1444808580877642,-0.5945619362727114,-0.5001492650162961,0.9074220622171374,-0.36984827914680773,-1.2099075039948102,-1.1536230789909074,-0.8237120923873151,-0.2228823791468867,0.19578590054707953,-0.268485115446834
BL032,Trimethoprim,0.05,5.0,3.0,12535779.96275,25534.0,2177.0,0.0,-2405.57896,2217.0,0.18630409641225326,-0.06460420330325621,1.0864188390745009,-0.7818982510279383,-5.023444845578941,-0.09138038961022903,-0.474663249032104,-1.057632291236136,0.6495584215357282,-0.7964081664913861,-4.004546025650821,-0.023306650811758523
BL032,Trimethoprim,0.005,5.0,1.0,15302.42025,84.51,0.1853,190.0,0.00834,28.25,-0.7801247458057551,-0.8371313190754485,-0.5998409130882683,-0.35363979229024217,-0.5928301361284533,-0.36792149361348975,-2.2204626680348665,-1.9860072539201858,-0.8283387728348871,0.075351030272253,-0.8667159738039065,-0.2667886673589552
BL032,Trimethoprim,0.005,5.0,2.0,15069.033,83.38,0.1755999999999999,190.0,0.00952,28.12,-0.7801427604676592,-0.8371656205738605,-0.5998484271497986,-0.35363979229024217,-0.5928279628024811,-0.3679379186704951,-2.2204952105097098,-1.9860484753241447,-0.8283453584219771,0.075351030272253,-0.8667144346207469,-0.2668031288836387
BL032,Trimethoprim,0.005,5.0,3.0,15175.6205,83.0,0.2064,185.0,0.0065599999999999,28.62,-0.7801345332068482,-0.8371771555910256,-0.5998245680678259,-0.36490975173070783,-0.592833414535428,-0.36787474537432074,-2.2204803484251814,-1.9860623373891928,-0.8283244474856504,0.052409998778473015,-0.866718295622571,-0.26674750763485583
BL032,Trimethoprim,50.0,6.0,1.0,13442.015,42.63,8.359,695.0,0.4059999999999995,42.63,-0.6424629041436484,-0.6846608816492813,-1.4969481673005218,1.3315581762653899,-0.7776483518033113,-0.5337164592365519,-0.6424629041436484,-0.6846608816492813,-1.4969481673005218,1.3315581762653899,-0.7776483518033113,-0.5337164592365519
BL032,Trimethoprim,50.0,6.0,2.0,2845.679,20.11,0.8523,5.0,0.0740000000000002,2.895,-0.7197781863290037,-0.7261185132749424,-2.677160590356246,-1.6841151551015212,-2.839782958821665,-1.0031901822623952,-0.7197781863290037,-0.7261185132749424,-2.677160590356246,-1.6841151551015212,-2.839782958821665,-1.0031901822623952
BL032,Trimethoprim,50.0,6.0,3.0,13051.545,39.27,8.323,695.0,0.3920000000000002,39.27,-0.6453119359443497,-0.6908463897426304,-1.5026081306972217,1.3315581762653899,-0.8646058352317918,-0.5734152565026104,-0.6453119359443497,-0.6908463897426304,-1.5026081306972217,1.3315581762653899,-0.8646058352317918,-0.5734152565026104
BL032,Trimethoprim,5.0,6.0,1.0,23923.775,80.13,16.39,695.0,0.432,80.13,-0.5659836161898527,-0.6156261931074387,-0.23430466622008447,1.3315581762653899,-0.6161558825789787,-0.09064952546357792,-0.5659836161898527,-0.6156261931074387,-0.23430466622008447,1.3315581762653899,-0.6161558825789787,-0.09064952546357792
BL032,Trimethoprim,5.0,6.0,2.0,30739.675,98.68,20.13,695.0,0.4639999999999993,98.68,-0.516251970095659,-0.5814770338420739,0.35370264221483444,1.3315581762653899,-0.41739592045673163,0.12852091777612004,-0.516251970095659,-0.5814770338420739,0.35370264221483444,1.3315581762653899,-0.41739592045673163,0.12852091777612004
BL032,Trimethoprim,5.0,6.0,3.0,40395.1,122.7,21.64,695.0,0.432,122.7,-0.4458019665760901,-0.5372580146747391,0.5911066624652966,1.3315581762653899,-0.6161558825789787,0.4123200577555023,-0.4458019665760901,-0.5372580146747391,0.5911066624652966,1.3315581762653899,-0.6161558825789787,0.4123200577555023
BL032,Trimethoprim,0.5,6.0,1.0,389119.2,1497.0,21.36,350.0,0.5800000000000004,271.2,2.098634355217981,1.992725251006706,0.5470847249354095,-0.17627848941806573,0.30310894223643653,2.1668651154964795,2.098634355217981,1.992725251006706,0.5470847249354095,-0.17627848941806573,0.30310894223643653,2.1668651154964795
BL032,Trimethoprim,0.5,6.0,2.0,377123.325,1482.0,20.83,350.0,0.5960000000000001,248.2,2.0111074534016122,1.965111375589969,0.4637574860395518,-0.17627848941806573,0.40248892329756025,1.895117396115722,2.0111074534016122,1.965111375589969,0.4637574860395518,-0.17627848941806573,0.40248892329756025,1.895117396115722
BL032,Trimethoprim,0.5,6.0,3.0,355483.0,1493.0,21.74,330.0,0.6200000000000003,215.0,1.853210626238166,1.985361550895576,0.6068287830116845,-0.26368931061710665,0.5515588948892504,1.5028554707487158,1.853210626238166,1.985361550895576,0.6068287830116845,-0.26368931061710665,0.5515588948892504,1.5028554707487158
BL032,Trimethoprim,0.05,6.0,1.0,45018.225,242.2,21.54,220.0,0.6579999999999998,24.49,-0.4120697204531688,-0.31726747385473425,0.5753845419189082,-0.7444488272118316,0.7875863499094207,-0.748042704000332,-0.4120697204531688,-0.31726747385473425,0.5753845419189082,-0.7444488272118316,0.7875863499094207,-0.748042704000332
BL032,Trimethoprim,0.05,6.0,2.0,42997.6,241.4,21.24,220.0,0.704,21.32,-0.42681304230194594,-0.3187402138769602,0.5282181802797435,-0.7444488272118316,1.073303795460158,-0.7854966288019407,-0.42681304230194594,-0.3187402138769602,0.5282181802797435,-0.7444488272118316,1.073303795460158,-0.7854966288019407
BL032,Trimethoprim,0.05,6.0,3.0,43463.775,241.8,20.21,220.0,0.6759999999999998,20.37,-0.42341163528042847,-0.31800384386584724,0.36628033865194526,-0.7444488272118316,0.8993888286031871,-0.7967209911241893,-0.42341163528042847,-0.31800384386584724,0.36628033865194526,-0.7444488272118316,0.8993888286031871,-0.7967209911241893
BL032,Trimethoprim,0.005,6.0,1.0,49884.9,207.6,21.67,230.0,0.6259999999999998,46.11,-0.37656043206051926,-0.38096347981600764,0.5958232986292133,-0.7007434166123111,0.5888263877871691,-0.49259984778241994,-0.37656043206051926,-0.38096347981600764,0.5958232986292133,-0.7007434166123111,0.5888263877871691,-0.49259984778241994
BL032,Trimethoprim,0.005,6.0,2.0,47818.775,205.0,21.94,225.0,0.6519999999999996,43.57,-0.39163574086586644,-0.385749884888242,0.6382730241044614,-0.7225961219120713,0.7503188570114971,-0.5226102480966427,-0.39163574086586644,-0.385749884888242,0.6382730241044614,-0.7225961219120713,0.7503188570114971,-0.5226102480966427
BL032,Trimethoprim,0.005,6.0,3.0,47101.225,204.6,21.98,230.0,0.6560000000000002,40.47,-0.3968712846172256,-0.386486254899355,0.6445618723230165,-0.7007434166123111,0.7751638522767826,-0.5592371146218752,-0.3968712846172256,-0.386486254899355,0.6445618723230165,-0.7007434166123111,0.7751638522767826,-0.5592371146218752
BL032,Metaldehyde,500.0,1.0,1.0,18171080.0,85336.0,939.0,80.0,1098.4,939.0,-0.07637069155579661,0.6681786073842193,-0.3429135002254261,-0.36789343447845047,1.881368722314117,-0.21503125407927196,-0.40174691633492887,-0.16841489149740135,-0.5014480742622751,-0.5827570015038831,1.0157101640582795,-0.3785906801447567
BL032,Metaldehyde,500.0,1.0,2.0,15825687.5,74396.0,812.0,70.0,1089.8,812.0,-0.1142988464864788,0.5075359916618187,-0.36085447573930424,-0.40276235650078557,1.8616753057688988,-0.21763040305083675,-0.4192689579809042,-0.2531057907272813,-0.5118761934553383,-0.6152792842556878,0.9990052719616855,-0.37973371571856535
BL032,Metaldehyde,500.0,1.0,3.0,16931725.0,79454.0,1064.0,75.0,1027.8,1100.0,-0.09641273076847236,0.5818075044885008,-0.3252550597590106,-0.38532789548961804,1.7196995120708174,-0.21173626994996542,-0.41100593371651756,-0.2139497972807792,-0.491184177418709,-0.5990181428797854,0.8785746545211257,-0.37714163504725123
BL032,Metaldehyde,500.0,1.0,4.0,17408577.5,81011.0,1293.0,80.0,943.0,1293.0,-0.08870138373419852,0.6046704434903087,-0.2929047968245374,-0.36789343447845047,1.525513265206345,-0.2077863821427843,-0.4074434471118288,-0.20189643986753214,-0.4723807184012959,-0.5827570015038831,0.713856648731457,-0.37540458098626645
BL032,Metaldehyde,50.0,1.0,1.0,16937555.0,78710.0,1212.0,70.0,1266.8,1212.0,-0.09631845181804258,0.5708826319018951,-0.30434746624677467,-0.40276235650078557,2.2669932974553566,-0.20944410707740435,-0.41096237874531505,-0.21970939774028841,-0.47903172355592677,-0.6152792842556878,1.342815260461348,-0.37613360367507354
BL032,Metaldehyde,50.0,1.0,2.0,17545462.5,75286.0,3857.0,80.0,945.4,3863.0,-0.08648776896068558,0.5206047236538605,0.06930513402257744,-0.36789343447845047,1.5310091023817545,-0.1551894305134812,-0.40642080178883516,-0.24621594609157807,-0.26184766634606815,-0.5827570015038831,0.7185184790839948,-0.3522738611068315
BL032,Metaldehyde,50.0,1.0,3.0,16147800.0,79654.0,806.0,70.0,1018.4,806.0,-0.10908985361850068,0.5847442981945776,-0.3617020808816922,-0.40276235650078557,1.6981741498004632,-0.21775319749043823,-0.4168625084677889,-0.21240151758736275,-0.5123688605038295,-0.6152792842556878,0.860315818973686,-0.37978771739921774
BL032,Metaldehyde,50.0,1.0,4.0,16429695.0,81070.0,926.0,75.0,991.4,944.0,-0.10453123188069574,0.6055367976336014,-0.3447499780339333,-0.38532789548961804,1.6363459815771053,-0.21492892537960406,-0.41475651728303314,-0.2014396973579743,-0.502515519534006,-0.5990181428797854,0.8078702275076358,-0.3785456787442131
BL032,Metaldehyde,5.0,1.0,1.0,17317670.0,74420.0,4083.0,75.0,1119.2,4104.0,-0.09017148042136751,0.507888406906548,0.10123159438585667,-0.38532789548961804,1.9289993111676667,-0.1502571871894882,-0.40812260209374823,-0.2529199971640713,-0.24329054085290064,-0.5990181428797854,1.0561126937802736,-0.3501047936006277
BL032,Metaldehyde,5.0,1.0,2.0,17472362.5,74797.0,4069.0,80.0,935.2,4082.0,-0.08766989439403325,0.5134242630425028,0.09925384905361813,-0.36789343447845047,1.507651794386264,-0.15070743346802698,-0.40696691986686295,-0.2500014899419813,-0.24444009729938002,-0.5827570015038831,0.6987057000857092,-0.3503027997630197
BL032,Metaldehyde,5.0,1.0,3.0,17993442.5,76073.0,3684.0,65.0,1021.6,3684.0,-0.07924332912989095,0.5321610068872726,0.04486585241705838,-0.42019681751195315,1.7055019327010095,-0.15885279796159218,-0.4030740168832963,-0.24012346549798433,-0.2760528995775636,-0.6315404256315902,0.8665315927770699,-0.35388491124629406
BL032,Metaldehyde,5.0,1.0,4.0,16748572.5,82694.0,809.0,70.0,972.0,809.0,-0.0993745533188309,0.6293835625269449,-0.36127827831049825,-0.40276235650078557,1.5919212977425443,-0.2176918002706375,-0.41237423592289213,-0.18886766624743268,-0.5121225269795838,-0.6152792842556878,0.770187098824622,-0.37976071655889154
BL032,Metaldehyde,0.5,1.0,1.0,17870137.5,76453.0,3773.0,75.0,1104.2,3834.0,-0.08123733701715406,0.5377409149288186,0.05743866202914622,-0.38532789548961804,1.8946503288213565,-0.15578293697155504,-0.40399520825964674,-0.23718173408049306,-0.2687450050249445,-0.5990181428797854,1.0269762540769125,-0.35253486922998467
BL032,Metaldehyde,0.5,1.0,2.0,17501542.5,73903.0,3790.0,75.0,1037.6,3805.0,-0.08719801450148763,0.5002967951763395,0.05984020993257873,-0.38532789548961804,1.7421408472037399,-0.1563764434296289,-0.4067489208857843,-0.2569223001715528,-0.26734911505421954,-0.5990181428797854,0.8976104617939883,-0.35279587735313783
BL032,Metaldehyde,0.5,1.0,3.0,19103200.0,82219.0,3884.0,75.0,977.0,3889.0,-0.0612970560026909,0.6224086774750125,0.07311935716332318,-0.38532789548961804,1.6033709585246476,-0.1546573212752081,-0.39478320111069815,-0.19254483051929677,-0.25963066462785783,-0.5990181428797854,0.7798992453924092,-0.35203985382400454
BL032,Metaldehyde,0.5,1.0,4.0,17460930.0,67977.0,260.0,75.0,861.4,260.0,-0.08785477331355099,0.4132795976652841,-0.43883414883899513,-0.38532789548961804,1.3386548012424184,-0.22892749149417344,-0.4070523301941824,-0.3027978274874823,-0.5572015619165261,-0.5990181428797854,0.5553544167451718,-0.38470187033858405
BL032,Metaldehyde,0.05,1.0,1.0,17346607.5,73290.0,4243.0,75.0,1219.6,4493.0,-0.08970352208036206,0.4912955224672141,0.12383439818286851,-0.38532789548961804,2.158908499672301,-0.14229601435532518,-0.4079064147902882,-0.26166777743187425,-0.23015275289313603,-0.5990181428797854,1.251132596861438,-0.34660368463833185
BL032,Metaldehyde,0.05,1.0,2.0,17797535.0,74105.0,4429.0,75.0,1007.2,4457.0,-0.08241141720558942,0.5032629568194771,0.15011015759689478,-0.38532789548961804,1.672526909648552,-0.1430327809929341,-0.40453760959699303,-0.2553585376812022,-0.21488007438990966,-0.5990181428797854,0.8385606106618432,-0.34692769472224616
BL032,Metaldehyde,0.05,1.0,3.0,18805522.5,78916.0,4314.0,75.0,1066.0,4314.0,-0.06611090201753837,0.5739075294191542,0.13386439236779252,-0.38532789548961804,1.807174920446087,-0.14595938180343618,-0.39700710075737555,-0.21811466965606946,-0.22432285948599048,-0.5990181428797854,0.9527754542990191,-0.34821473477779447
BL032,Metaldehyde,0.05,1.0,4.0,15526242.5,77806.0,471.0,70.0,955.6,484.0,-0.11914127535636651,0.5576083243504281,-0.4090267013316858,-0.40276235650078557,1.5543664103772454,-0.2243431657490513,-0.4215060623293998,-0.22670762195453079,-0.5398761040445866,-0.6152792842556878,0.7383312580822805,-0.38268580759422866
BL032,Metaldehyde,500.0,2.0,1.0,22283002.5,97823.0,1250.0,105.0,661.0,1250.0,0.07290379648380939,1.201687039293428,-0.15987020668971885,-0.4620235925853745,0.6009162050393357,-0.21875438854572077,-0.3798835098363043,0.13758923144270785,-0.475266064443357,-0.46238139387273935,-0.13894847043167977,-0.40720373153884826
BL032,Metaldehyde,500.0,2.0,2.0,21529342.5,81143.0,1696.0,105.0,753.4,1700.0,0.05609481011762192,0.8674758200175573,-0.07959042950463527,-0.4620235925853745,0.7757081124086289,-0.20618279678575702,-0.3879155345346589,-0.07275728285540391,-0.4332652994466642,-0.46238139387273935,0.030581157677198316,-0.4015467589283839
BL032,Metaldehyde,500.0,2.0,3.0,21727470.0,83921.0,1747.0,105.0,783.6,1747.0,0.0605136759805665,0.9231376166091861,-0.07041045498347101,-0.4620235925853745,0.8328370691462118,-0.20486976386860525,-0.3858040187670405,-0.03772475187697738,-0.42846252138650426,-0.46238139387273935,0.08599019197252436,-0.40095591956684645
BL032,Metaldehyde,500.0,2.0,4.0,22138782.5,85400.0,1451.0,105.0,446.6,1451.0,0.06968723727444236,0.9527718128507336,-0.12369030710630674,-0.4620235925853745,0.19533844594868155,-0.21313907755960362,-0.3814205140583629,-0.019073523181119628,-0.45633746855919727,-0.46238139387273935,-0.5323159192037952,-0.4046769504395075
BL032,Metaldehyde,50.0,2.0,1.0,21618487.5,94790.0,1726.0,100.0,564.6,1726.0,0.05808302375455871,1.140915898522222,-0.0741904444921857,-0.4735829394809904,0.4185575484332767,-0.2054564381507369,-0.38696548432404027,0.09934097137878861,-0.43044013588186425,-0.47617210954838124,-0.3158170434803361,-0.4012199116220015
BL032,Metaldehyde,50.0,2.0,2.0,20721645.0,91874.0,1075.0,105.0,635.0,1108.0,0.0380806176893337,1.0824890450804692,-0.19137011926234132,-0.4620235925853745,0.5517323350003571,-0.22272142416775378,-0.39652345623515933,0.0625681634835072,-0.4917461852380235,-0.46238139387273935,-0.18665161254023854,-0.40898882067370596
BL032,Metaldehyde,50.0,2.0,3.0,20952312.5,87751.0,1164.0,105.0,639.6,1164.0,0.04322522780878086,0.999877962522051,-0.17535016372540763,-0.4620235925853745,0.560434096622638,-0.22115695941540273,-0.39406515002664666,0.010574237916893605,-0.48336486666245027,-0.46238139387273935,-0.1782118258594935,-0.4082848418599593
BL032,Metaldehyde,50.0,2.0,4.0,22245830.0,90022.0,1264.0,105.0,554.2,1264.0,0.07207473291973925,1.04538118068605,-0.15735021368390906,-0.4620235925853745,0.3988840004176853,-0.218363272357633,-0.38027967048978145,0.03921314283122285,-0.47394765477978373,-0.46238139387273935,-0.3348983003237596,-0.4070277368354116
BL032,Metaldehyde,5.0,2.0,1.0,23611757.5,93392.0,4926.0,105.0,763.2,5034.0,0.10253920857812703,1.1129046704318344,0.5018079568357682,-0.4620235925853745,0.7942466480387056,-0.11304127027971442,-0.3657224916343803,0.0817112095689109,-0.12908935563653443,-0.46238139387273935,0.04856157277965521,-0.35963487740996525
BL032,Metaldehyde,5.0,2.0,2.0,22657797.5,94871.0,3654.0,100.0,764.0,3881.0,0.0812629027719436,1.142538866673382,0.27284859230790653,-0.4735829394809904,0.7957599978860587,-0.14525248205579933,-0.3758891852113809,0.10036243826476865,-0.24887629078405302,-0.47617210954838124,0.05002936176761078,-0.3741292983429996
BL032,Metaldehyde,5.0,2.0,3.0,21848245.0,90327.0,1266.0,100.0,805.8,1270.0,0.06320733801434339,1.051492357057701,-0.15699021468307908,-0.4735829394809904,0.8748325274102626,-0.21819565113416683,-0.38451687631163123,0.04305940703151806,-0.4737593105421304,-0.47617210954838124,0.12672133638829366,-0.40695231053393877
BL032,Metaldehyde,5.0,2.0,4.0,22409570.0,91182.0,1098.0,100.0,634.0,1098.0,0.07572664947043789,1.0686236875421657,-0.18723013075279665,-0.4735829394809904,0.5498406476911657,-0.22300079287353075,-0.37853463463261966,0.053841557494640695,-0.4895802265050102,-0.47617210954838124,-0.1884863487751831,-0.4091145311761607
BL032,Metaldehyde,0.5,2.0,1.0,22835007.5,92503.0,4213.0,100.0,715.0,4449.0,0.08521524265193203,1.0950920940567594,0.3734683130398835,-0.4735829394809904,0.7030673197356759,-0.1293843395676673,-0.37400059473716785,0.07050029522772257,-0.19623407635994697,-0.47617210954838124,-0.03987271374467307,-0.36698894180356895
BL032,Metaldehyde,0.5,2.0,2.0,22963517.5,89162.0,4369.0,95.0,681.6,4790.0,0.08808141949284007,1.028149666982378,0.40154823510462123,-0.4851422863766063,0.6398849636086804,-0.11985786670067254,-0.37263101761487727,0.028367938856619965,-0.18154322582298715,-0.48996282522402307,-0.10115290399182161,-0.3627022136698615
BL032,Metaldehyde,0.5,2.0,3.0,23310397.5,93156.0,1568.0,105.0,597.4,1568.0,0.0958179335584706,1.1081760224852453,-0.10263036555775343,-0.4620235925853745,0.4806048921747573,-0.20987046370201304,-0.3689341931484531,0.07873508382704313,-0.4453193306564774,-0.46238139387273935,-0.25563769497415434,-0.40320613756078677
BL032,Metaldehyde,0.5,2.0,4.0,22973145.0,95285.0,1060.0,100.0,610.6,1060.0,0.08829614299712644,1.1508340372237542,-0.19407011176856612,-0.4735829394809904,0.505575164656085,-0.22406239395548325,-0.3725284138973078,0.10558326901533328,-0.4931587670204235,-0.47617210954838124,-0.23141917667288597,-0.4095922310854888
BL032,Metaldehyde,0.05,2.0,1.0,21693452.5,95091.0,1196.0,105.0,723.2,1196.0,0.05975497883104047,1.1469469283185074,-0.1695901797121281,-0.4620235925853745,0.7185791556710461,-0.22026297955691643,-0.3861665554549054,0.10313679276989962,-0.48035135885999697,-0.46238139387273935,-0.024827876618127527,-0.407882568252104
BL032,Metaldehyde,0.05,2.0,2.0,23161280.0,93214.0,4267.0,105.0,692.6,4702.0,0.09249214470877716,1.109338147828051,0.3831882860622927,-0.4620235925853745,0.6606935240097868,-0.1223163113115099,-0.37052339178305876,0.07946650456021402,-0.19114878194330703,-0.46238139387273935,-0.08097080540743136,-0.36380846609146344
BL032,Metaldehyde,0.05,2.0,3.0,24260730.0,92224.0,4396.0,110.0,620.6,4778.0,0.11701333471528515,1.0895018704249868,0.40640822161582585,-0.4504642456897586,0.5244920377479998,-0.1201931091476049,-0.3588061591388878,0.06698190928712465,-0.17900057861466717,-0.4485906781970975,-0.2130718143234403,-0.3628530662728072
BL032,Metaldehyde,0.05,2.0,4.0,25050742.5,92779.0,4427.0,110.0,569.2,4510.0,0.13463309606870402,1.1006222077570078,0.4119882061286904,-0.4504642456897586,0.42725931005555756,-0.12768019046242776,-0.35038671282090783,0.07398084906143233,-0.17608124293104055,-0.4485906781970975,-0.30737725679959105,-0.3662221077385949
BL032,Metaldehyde,500.0,3.0,1.0,24902030.0,105048.0,1364.0,85.0,913.6,1364.0,0.13434317178317454,1.2558317835875916,-0.17055093223653883,-0.5847257136225661,1.5031026448776057,-0.2483302226972079,-0.43536044036759536,0.05859024415684043,-0.5586513878555476,-0.6361972463040209,0.5890053269359127,-0.44252980941700515
