strain,chemical,concentration,experiment,replicate,peak_to_baseline_ratio,fold_change,max_derivative,min_derivative,signal_decay_rate,auc_early,auc_mid,auc_late
BL030,Boric Acid,0.5,4.0,3.0,2126.5,683.7,522.0,-903.2,-72.69579831932774,142772.5,3220352.5,24128022.5
BL030,Boric Acid,0.5,4.0,4.0,1866.611111111111,587.8333333333334,540.2,-972.8,-77.3109243697479,150182.5,3474420.0,24884467.5
BL030,Boric Acid,0.05,4.0,1.0,1884.1935483870968,637.6774193548387,472.6,-757.0,-64.35166666666667,140745.0,3260647.5,22667947.5
BL030,Boric Acid,0.05,4.0,2.0,2213.972222222222,1624.7222222222222,558.6,-1356.0,-54.3,138555.0,3132690.0,34560710.0
BL030,Boric Acid,0.05,4.0,3.0,2319.030303030303,1088.7878787878788,710.6,-1204.2,-104.01282051282051,135792.5,3150055.0,30806317.5
BL030,Boric Acid,0.05,4.0,4.0,2236.189189189189,1052.7027027027027,852.8,-1353.6,-109.38,141637.5,3159042.5,32148095.0
BL030,Boric Acid,500.0,5.0,1.0,19.77713059472716,9.334457388105458,501.2,-453.8,-45.973134328358206,8772515.0,18453337.5,29055145.0
BL030,Boric Acid,500.0,5.0,2.0,18.382756563245824,8.134546539379475,470.2,-456.0,-46.26865671641791,9233725.0,18210110.0,27571492.5
BL030,Boric Acid,500.0,5.0,3.0,19.19743513271697,9.175365344467641,490.4,-357.6,-42.015277777777776,9560465.0,18887940.0,28942987.5
BL030,Boric Acid,500.0,5.0,4.0,13.429350947731189,6.921309592188398,389.2,-343.0,-25.917567567567566,8658030.0,15400022.5,24925667.5
BL030,Boric Acid,50.0,5.0,1.0,15.405805687203792,5.986078199052133,440.6,-376.0,-42.42537313432836,8667287.5,15790825.0,21809350.0
BL030,Boric Acid,50.0,5.0,2.0,15.580683863227355,6.987702459508099,391.6,-326.8,-33.091503267973856,8949500.0,16119202.5,20609565.0
BL030,Boric Acid,50.0,5.0,3.0,9.030840849578121,2.2525458248472505,283.0,-247.4,-17.344978165938866,7262317.5,9287290.0,12557777.5
BL030,Boric Acid,50.0,5.0,4.0,8.758525852585258,2.298679867986799,293.6,-281.2,-17.262608695652172,7436977.5,10142542.5,13930620.0
BL030,Boric Acid,5.0,5.0,1.0,14.849359928550165,5.61982732956237,390.2,-351.0,-41.25820895522388,8324922.5,15046352.5,21111302.5
BL030,Boric Acid,5.0,5.0,2.0,8.908114558472553,2.0713007159904535,257.2,-243.6,-16.86637931034483,6987482.5,8756662.5,11591522.5
BL030,Boric Acid,5.0,5.0,3.0,9.605979073243647,2.5698056801195817,252.8,-197.2,-17.63406113537118,7442935.0,9870587.5,13365047.5
BL030,Boric Acid,5.0,5.0,4.0,15.386206896551725,5.525793103448276,465.4,-464.0,-45.55886524822695,9432987.5,17175452.5,22787082.5
BL030,Boric Acid,0.5,5.0,1.0,9.296296296296296,2.0385802469135803,254.0,-248.6,-17.707423580786028,6977850.0,8676485.0,11090727.5
BL030,Boric Acid,0.5,5.0,2.0,9.392954752505315,2.117825690859399,269.4,-298.0,-18.047161572052403,7109750.0,8917410.0,11562805.0
BL030,Boric Acid,0.5,5.0,3.0,9.170767428236672,2.441710603397774,265.4,-181.6,-16.861206896551725,7280552.5,9765977.5,13307395.0
BL030,Boric Acid,0.5,5.0,4.0,8.836142580823433,2.514230450400663,281.6,-288.6,-16.747826086956522,7415135.0,10329437.5,14325745.0
BL030,Boric Acid,0.05,5.0,1.0,8.62739322533137,1.8488954344624449,251.6,-209.8,-16.912068965517243,6846280.0,8524070.0,11049947.5
BL030,Boric Acid,0.05,5.0,2.0,8.871627631188852,1.9916987844648681,268.8,-195.4,-17.321397379912664,6968667.5,8934757.5,11618485.0
BL030,Boric Acid,0.05,5.0,3.0,9.409291384886798,2.5627756542193474,255.8,-209.4,-17.290434782608695,7402245.0,9956010.0,13416975.0
BL030,Boric Acid,0.05,5.0,4.0,16.257549361207897,6.361498257839721,500.8,-424.2,-41.402702702702705,9012007.5,16939670.0,20849555.0
BL030,Diazinon,500.0,1.0,1.0,1.0,-0.36363636363636365,1.4,-1.4,-0.005555555555555556,4490.0,3202.5,6452.5
BL030,Diazinon,500.0,1.0,2.0,1.4666666666666666,-0.7666666666666667,3.0,-3.0,-0.02681159420289855,9780.0,4212.5,5905.0
BL030,Diazinon,500.0,1.0,3.0,47.85507246376812,46.85507246376812,29.6,-23.6,0.0,32995.0,117702.5,1521440.0
BL030,Diazinon,500.0,1.0,4.0,2.830357142857143,0.07738095238095238,11.0,-15.4,-0.6167539267015707,208795.0,287187.5,333857.5
BL030,Diazinon,50.0,1.0,1.0,1.2352941176470589,-0.7058823529411765,1.6,-1.4,-0.011552346570397111,4700.0,2807.5,3612.5
BL030,Diazinon,50.0,1.0,2.0,1.4848484848484849,-0.7878787878787878,2.0,-1.8,-0.030656934306569343,9992.5,4025.0,5552.5
BL030,Diazinon,50.0,1.0,3.0,1.2878787878787878,-0.7272727272727273,2.2,-2.8,-0.04926470588235294,18117.5,8810.0,13297.5
BL030,Diazinon,50.0,1.0,4.0,7.562300319488818,6.562300319488818,21.2,-13.0,0.0,197435.0,196780.0,767290.0
BL030,Diazinon,5.0,1.0,1.0,1.6491228070175439,-0.8508771929824561,4.2,-4.4,-0.12713754646840147,42105.0,12670.0,22087.5
BL030,Diazinon,5.0,1.0,2.0,1.1515151515151516,-0.9090909090909091,1.4,-1.8,-0.024390243902439025,7672.5,3215.0,3882.5
BL030,Diazinon,5.0,1.0,3.0,1.0,-0.7105263157894737,2.8,-2.6,-0.0375,15995.0,6897.5,10512.5
BL030,Diazinon,5.0,1.0,4.0,6.290322580645161,5.274193548387097,12.8,-8.8,-0.2,50985.0,22325.0,315000.0
BL030,Diazinon,0.5,1.0,1.0,1.0,-0.875,1.4,-1.4,-0.014583333333333334,4485.0,2437.5,3125.0
BL030,Diazinon,0.5,1.0,2.0,1.125,-0.90625,1.8,-1.8,-0.024175824175824177,7827.5,2935.0,3515.0
BL030,Diazinon,0.5,1.0,3.0,1.135135135135135,-0.8243243243243243,3.6,-2.2,-0.05220588235294118,16615.0,7052.5,10870.0
BL030,Diazinon,0.5,1.0,4.0,2.529616724738676,-0.7491289198606271,9.4,-20.0,-0.9688888888888889,177110.0,194797.5,145675.0
BL030,Diazinon,0.05,1.0,1.0,1.0,-0.7857142857142857,1.0,-1.0,-0.007638888888888889,1830.0,1172.5,1480.0
BL030,Diazinon,0.05,1.0,2.0,1.1944444444444444,-0.8888888888888888,2.8,-2.6,-0.028888888888888888,9527.5,3910.0,4637.5
BL030,Diazinon,0.05,1.0,3.0,1.9878787878787878,0.9878787878787879,6.0,-7.4,0.0,73640.0,52722.5,95590.0
BL030,Diazinon,0.05,1.0,4.0,4.546296296296297,0.7438271604938271,15.8,-44.8,-1.2026490066225166,235152.5,427005.0,165045.0
BL030,Diazinon,500.0,2.0,1.0,1.0769230769230769,-0.6538461538461539,1.4,-1.4,-0.0132404181184669,4942.5,2907.5,4847.5
BL030,Diazinon,500.0,2.0,2.0,1.264367816091954,-0.7241379310344828,3.6,-2.8,-0.06099290780141844,19137.5,8105.0,14380.0
BL030,Diazinon,500.0,2.0,3.0,164.29716981132074,161.79245283018867,149.6,-68.8,-3.5444444444444443,122055.0,2024422.5,21091487.5
BL030,Diazinon,500.0,2.0,4.0,49.18550724637681,22.295652173913044,118.8,-64.0,-14.523577235772358,441115.0,3814885.0,8944140.0
BL030,Diazinon,50.0,2.0,1.0,1.0,-0.896551724137931,1.4,-1.6,-0.018055555555555554,3885.0,1857.5,2357.5
BL030,Diazinon,50.0,2.0,2.0,1.303370786516854,-0.8202247191011236,4.6,-3.8,-0.07042253521126761,18865.0,6392.5,11915.0
BL030,Diazinon,50.0,2.0,3.0,1.9897435897435898,0.7589743589743589,9.4,-7.4,-0.05084745762711865,70452.5,113312.5,229100.0
BL030,Diazinon,50.0,2.0,4.0,3.601769911504425,1.9410029498525074,24.8,-13.6,-0.2,327285.0,297002.5,524967.5
BL030,Diazinon,5.0,2.0,1.0,1.1390728476821192,-0.9139072847682119,4.2,-5.4,-0.110801393728223,15145.0,4735.0,9575.0
BL030,Diazinon,5.0,2.0,2.0,1.1917808219178083,-0.8904109589041096,2.0,-2.8,-0.05524475524475524,13087.5,3987.5,6147.5
BL030,Diazinon,5.0,2.0,3.0,2.050925925925926,0.9120370370370371,11.4,-8.8,-0.04838709677419355,78060.0,75747.5,202805.0
BL030,Diazinon,5.0,2.0,4.0,6.941988950276243,5.861878453038674,28.8,-20.4,-2.9,354817.5,396747.5,1132370.0
BL030,Diazinon,0.5,2.0,1.0,1.0,-0.9411764705882353,1.4,-1.2,-0.022222222222222223,5390.0,2827.5,3322.5
BL030,Diazinon,0.5,2.0,2.0,1.2868852459016393,-0.8770491803278688,4.4,-4.0,-0.09964912280701754,17297.5,5562.5,12077.5
BL030,Diazinon,0.5,2.0,3.0,1.4166666666666667,-0.5166666666666667,11.6,-6.6,-0.11789473684210526,42857.5,15297.5,24407.5
BL030,Diazinon,0.5,2.0,4.0,50.146131805157594,7.684813753581662,75.0,-537.4,-45.21875,420992.5,1019145.0,5141817.5
BL030,Diazinon,0.05,2.0,1.0,1.0,-0.9583333333333334,1.0,-1.4,-0.01597222222222222,2730.0,1322.5,1510.0
BL030,Diazinon,0.05,2.0,2.0,1.103896103896104,-0.9090909090909091,1.8,-3.2,-0.05473684210526316,13832.5,3640.0,4772.5
BL030,Diazinon,0.05,2.0,3.0,4.785714285714286,-0.1402116402116402,21.4,-51.8,-1.658100558659218,363070.0,493882.5,113185.0
BL030,Diazinon,0.05,2.0,4.0,6.0,-0.36666666666666664,23.0,-65.0,-2.476923076923077,381547.5,673337.5,149680.0
BL030,Diazinon,500.0,3.0,1.0,1.0,-0.8333333333333334,1.6,-2.8,-0.024305555555555556,8197.5,4352.5,7472.5
BL030,Diazinon,500.0,3.0,2.0,1.0114942528735633,-0.7701149425287356,2.8,-3.0,-0.04755244755244755,21772.5,12252.5,17002.5
BL030,Diazinon,500.0,3.0,3.0,21.986301369863014,20.986301369863014,24.6,-21.4,0.0,49545.0,74917.5,1340947.5
BL030,Diazinon,500.0,3.0,4.0,3.2925851703406814,1.1002004008016033,29.2,-18.2,-0.7484276729559748,287467.5,476537.5,928827.5
BL030,Diazinon,50.0,3.0,1.0,1.1666666666666667,-0.8666666666666667,1.4,-1.8,-0.021602787456445994,6790.0,3075.0,4085.0
BL030,Diazinon,50.0,3.0,2.0,1.0666666666666667,-0.6666666666666666,2.6,-3.0,-0.038461538461538464,18757.5,10667.5,18520.0
BL030,Diazinon,50.0,3.0,3.0,1.3681318681318682,-0.8021978021978022,5.2,-6.0,-0.15268817204301074,49172.5,22815.0,34082.5
BL030,Diazinon,50.0,3.0,4.0,1.5318725099601593,-0.7669322709163346,15.6,-10.6,-0.5195219123505976,221632.5,108052.5,108407.5
BL030,Diazinon,5.0,3.0,1.0,1.0,-0.9,1.4,-1.2,-0.01875,5490.0,2727.5,3505.0
BL030,Diazinon,5.0,3.0,2.0,1.1168831168831168,-0.8961038961038961,2.6,-3.4,-0.05531914893617021,16977.5,5527.5,7352.5
BL030,Diazinon,5.0,3.0,3.0,1.2955974842767295,-0.4779874213836478,6.8,-5.4,-0.08848920863309352,41242.5,16680.0,25907.5
BL030,Diazinon,5.0,3.0,4.0,1.6382113821138211,0.22560975609756098,18.2,-15.0,-0.1624,241925.0,142810.0,348717.5
BL030,Diazinon,0.5,3.0,1.0,1.0,-0.8888888888888888,1.6,-2.0,-0.027777777777777776,7352.5,3475.0,4367.5
BL030,Diazinon,0.5,3.0,2.0,1.0405405405405406,-0.918918918918919,2.4,-2.6,-0.05017667844522968,16067.5,5387.5,6800.0
BL030,Diazinon,0.5,3.0,3.0,1.1045751633986929,-0.8300653594771242,2.6,-3.6,-0.10035087719298245,26180.0,8350.0,17827.5
BL030,Diazinon,0.5,3.0,4.0,17.74846625766871,13.531697341513292,47.4,-52.8,-3.658139534883721,594892.5,1077472.5,5206822.5
BL030,Diazinon,0.05,3.0,1.0,1.0,-0.90625,1.4,-1.4,-0.02013888888888889,6430.0,3265.0,3887.5
BL030,Diazinon,0.05,3.0,2.0,1.1125,-0.675,2.4,-3.2,-0.04421052631578947,19247.5,9002.5,15095.0
BL030,Diazinon,0.05,3.0,3.0,1.1730769230769231,-0.8653846153846154,3.6,-4.2,-0.11408450704225352,27197.5,8367.5,14862.5
BL030,Diazinon,0.05,3.0,4.0,4.988258317025441,-0.6908023483365949,22.8,-65.0,-2.671508379888268,515390.0,662072.5,78970.0
BL030,Diazinon,500.0,4.0,1.0,1.15,-0.5833333333333334,2.4,-2.6,-0.031205673758865248,16572.5,8537.5,14972.5
BL030,Diazinon,500.0,4.0,2.0,1.2710280373831775,-0.822429906542056,3.2,-4.0,-0.08297872340425531,28107.5,10985.0,14922.5
BL030,Diazinon,500.0,4.0,3.0,47.01538461538462,46.01538461538462,55.0,-17.6,0.0,48945.0,68780.0,2312570.0
BL030,Diazinon,500.0,4.0,4.0,7.5576519916142555,4.150943396226415,30.2,-23.0,-2.1866666666666665,345180.0,751622.5,2291142.5
BL030,Diazinon,50.0,4.0,1.0,1.1481481481481481,-0.8765432098765432,2.8,-2.2,-0.05804195804195804,17602.5,6077.5,8167.5
BL030,Diazinon,50.0,4.0,2.0,1.3975903614457832,-0.891566265060241,5.2,-3.8,-0.07508771929824562,21107.5,6970.0,10452.5
BL030,Diazinon,50.0,4.0,3.0,1.2479674796747968,-0.6300813008130082,8.8,-6.8,-0.15157894736842106,63602.5,49685.0,88380.0
BL030,Diazinon,50.0,4.0,4.0,2.0065789473684212,-0.15570175438596492,23.4,-10.8,-0.4140625,276042.5,166167.5,269987.5
BL030,Diazinon,5.0,4.0,1.0,1.0,-0.9411764705882353,2.2,-2.8,-0.03333333333333333,9945.0,3995.0,5045.0
BL030,Diazinon,5.0,4.0,2.0,1.3412698412698412,-0.8968253968253969,7.4,-8.6,-0.10947368421052632,24805.0,7305.0,12562.5
BL030,Diazinon,5.0,4.0,3.0,1.1428571428571428,-0.8154761904761905,4.8,-4.6,-0.11219512195121951,28097.5,10062.5,19687.5
BL030,Diazinon,5.0,4.0,4.0,11.942528735632184,10.816091954022989,39.0,-36.8,-6.6,385195.0,498810.0,3199925.0
BL030,Diazinon,0.5,4.0,1.0,1.1666666666666667,-0.96875,2.8,-3.8,-0.07649122807017544,19330.0,5415.0,6152.5
BL030,Diazinon,0.5,4.0,2.0,1.0,-0.9122807017543859,1.8,-2.6,-0.03611111111111111,11632.5,4612.5,6270.0
BL030,Diazinon,0.5,4.0,3.0,1.2980132450331126,-0.8675496688741722,7.6,-4.4,-0.12307692307692308,26105.0,7630.0,16152.5
BL030,Diazinon,0.5,4.0,4.0,5.629139072847682,0.5805739514348786,28.4,-67.4,-1.9104166666666667,510365.0,816910.0,260252.5
BL030,Diazinon,0.05,4.0,1.0,1.0,-0.8805970149253731,2.2,-2.4,-0.04097222222222222,13615.0,5290.0,6557.5
BL030,Diazinon,0.05,4.0,2.0,1.096,-0.904,2.4,-3.2,-0.08771929824561403,22205.0,6410.0,8047.5
BL030,Diazinon,0.05,4.0,3.0,1.213235294117647,-0.9044117647058824,4.0,-3.8,-0.1062937062937063,23567.5,7190.0,9575.0
BL030,Diazinon,0.05,4.0,4.0,3.4191616766467066,-0.3073852295409182,21.0,-42.0,-1.3592039800995024,429102.5,437372.5,130135.0
BL030,Diazinon,500.0,5.0,1.0,1.2,-0.8666666666666667,2.2,-2.4,-0.022377622377622378,4765.0,2515.0,3720.0
BL030,Diazinon,500.0,5.0,2.0,1.08,-0.94,3.8,-3.4,-0.03566433566433566,6392.5,2162.5,3267.5
BL030,Diazinon,500.0,5.0,3.0,1.240506329113924,-0.7341772151898734,2.8,-3.6,-0.05384615384615385,12760.0,9332.5,16067.5
BL030,Diazinon,500.0,5.0,4.0,1.2864197530864196,-0.9037037037037037,8.8,-11.6,-0.34184397163120567,84305.0,45777.5,40307.5
BL030,Diazinon,50.0,5.0,1.0,1.0,-0.75,1.8,-1.6,-0.010416666666666666,2422.5,1347.5,2122.5
BL030,Diazinon,50.0,5.0,2.0,1.2769230769230768,-0.8615384615384616,3.0,-2.8,-0.051929824561403506,9137.5,3315.0,4872.5
BL030,Diazinon,50.0,5.0,3.0,1.175,-0.875,2.2,-2.6,-0.05874125874125874,11465.0,5640.0,8765.0
BL030,Diazinon,50.0,5.0,4.0,1.3095890410958904,-0.9068493150684932,10.2,-12.0,-0.31157894736842107,76645.0,37260.0,31887.5
BL030,Diazinon,5.0,5.0,1.0,1.0,-0.926829268292683,1.8,-1.8,-0.02638888888888889,4012.5,1787.5,2580.0
BL030,Diazinon,5.0,5.0,2.0,1.0625,-0.9375,2.0,-2.8,-0.0445993031358885,7315.0,2437.5,3127.5
BL030,Diazinon,5.0,5.0,3.0,1.164835164835165,-0.9230769230769231,3.4,-4.0,-0.06947368421052631,11375.0,4382.5,5472.5
BL030,Diazinon,5.0,5.0,4.0,1.4475138121546962,-0.6160220994475138,11.4,-13.2,-0.27208480565371024,71522.5,36557.5,68667.5
BL030,Diazinon,0.5,5.0,1.0,1.25,-0.9285714285714286,2.2,-2.0,-0.023321554770318022,5460.0,2635.0,3820.0
BL030,Diazinon,0.5,5.0,2.0,1.0609756097560976,-0.9634146341463414,2.4,-3.8,-0.05853658536585366,9082.5,3185.0,4285.0
BL030,Diazinon,0.5,5.0,3.0,1.2,-0.9833333333333333,2.0,-2.4,-0.04965034965034965,7952.5,2842.5,3487.5
BL030,Diazinon,0.5,5.0,4.0,3.5885558583106265,2.5885558583106265,16.8,-16.8,0.0,66417.5,32792.5,314275.0
BL030,Diazinon,0.05,5.0,1.0,1.0,-0.9444444444444444,2.2,-2.0,-0.02361111111111111,5007.5,2465.0,3287.5
BL030,Diazinon,0.05,5.0,2.0,1.0759493670886076,-0.9493670886075949,2.2,-2.4,-0.056842105263157895,9362.5,2975.0,4170.0
BL030,Diazinon,0.05,5.0,3.0,1.1911764705882353,-0.9411764705882353,5.2,-5.2,-0.05403508771929825,9105.0,3190.0,4405.0
BL030,Diazinon,0.05,5.0,4.0,4.077127659574468,3.077127659574468,16.4,-15.8,0.0,62715.0,28607.5,375500.0
BL030,Trimethoprim,500.0,1.0,1.0,54.4,53.4,24.4,-9.4,0.0,4775.0,3177.5,773075.0
BL030,Trimethoprim,500.0,1.0,2.0,1.1460055096418733,0.14600550964187328,10.0,-53.0,0.0,28727.5,4927.5,89395.0
BL030,Trimethoprim,500.0,1.0,3.0,1.0,-0.9923906150919467,14.6,-67.6,-1.0868055555555556,122562.5,20255.0,13150.0
BL030,Trimethoprim,500.0,1.0,4.0,3.5308343008790843,0.27513683861336874,728.2,-653.8,-66.99310344827586,21596545.0,30630377.5,39950472.5
BL030,Trimethoprim,50.0,1.0,4.0,2.012930135557873,-0.4549530761209593,152.0,-422.4,-13.666990291262136,3162190.0,4954322.5,6694305.0
BL030,Trimethoprim,5.0,1.0,4.0,2.271038331619915,-0.869033631957703,937.0,-551.8,-42.85808823529412,11487915.0,3034655.0,4264427.5
BL030,Trimethoprim,0.5,1.0,4.0,2.522474596533174,-0.8079497907949791,1113.6,-804.4,-56.916788321167886,16113342.5,4584757.5,6128350.0
BL030,Trimethoprim,0.05,1.0,4.0,2.7079470602585998,-0.8379177848255672,1181.0,-865.2,-61.16043956043956,18552457.5,8510582.5,13429987.5
BL030,Trimethoprim,500.0,2.0,1.0,1.0,-0.8571428571428571,1.0,-3.6,-0.025,2410.0,1457.5,4285.0
BL030,Trimethoprim,500.0,2.0,2.0,1.0,-0.5648496240601504,8.0,-64.6,-0.4173611111111111,60222.5,8980.0,183455.0
BL030,Trimethoprim,500.0,2.0,3.0,1.7428754402817803,0.7428754402817803,72.6,-105.8,0.0,3088957.5,1939860.0,9159627.5
BL030,Trimethoprim,500.0,2.0,4.0,1.094568410525658,-0.1640727545471592,80.2,-129.4,-3.2202334630350196,4999497.5,2333200.0,6532045.0
BL030,Trimethoprim,50.0,2.0,4.0,1.4293133894255738,-0.8614833281396074,295.0,-208.4,-19.646640316205534,8273797.5,2579555.0,2787670.0
BL030,Trimethoprim,5.0,2.0,4.0,2.2921013412816693,-0.5204172876304024,634.4,-491.6,-26.82794117647059,8282492.5,625357.5,3270220.0
BL030,Trimethoprim,0.5,2.0,4.0,2.326073926073926,-0.5382617382617383,618.6,-482.2,-27.444117647058825,8101685.0,655490.0,3534105.0
BL030,Trimethoprim,0.05,2.0,4.0,2.3898985841952003,-0.23782508283964254,539.8,-610.6,-23.838970588235295,8384400.0,572107.5,4535250.0
BL030,Trimethoprim,500.0,3.0,1.0,1.0,-0.6875,1.0,-1.2,-0.007638888888888889,2427.5,1902.5,3255.0
BL030,Trimethoprim,500.0,3.0,2.0,1.7348066298342542,0.7348066298342542,9.6,-14.8,0.0,20105.0,7135.0,76325.0
BL030,Trimethoprim,500.0,3.0,3.0,2.4674853176721836,0.4662039508809397,175.6,-349.6,-20.95418994413408,6753527.5,13353407.5,22900155.0
BL030,Trimethoprim,500.0,3.0,4.0,4.189089113799062,1.951987163663293,663.0,-412.8,-31.65157894736842,15406687.5,29095620.0,56457580.0
BL030,Trimethoprim,50.0,3.0,4.0,2.199115207373272,-0.671741935483871,571.0,-936.6,-43.18893617021276,14105902.5,9886785.0,10520715.0
BL030,Trimethoprim,5.0,3.0,4.0,1.0863078442437923,-0.8897432279909706,363.2,-330.4,-22.965145228215768,9535177.5,4963415.0,4395462.5
BL030,Trimethoprim,0.5,3.0,4.0,1.1959756633924645,-0.7934320480867908,539.0,-494.4,-22.68487394957983,9033860.0,4772385.0,6502975.0
BL030,Trimethoprim,0.05,3.0,4.0,1.1385997939828794,-0.8153305153980037,437.4,-444.2,-18.846315789473685,8812412.5,4353607.5,6050465.0
BL030,Trimethoprim,500.0,4.0,1.0,1.0,-0.9623655913978495,1.4,-6.6,-0.12430555555555556,8397.5,1360.0,2495.0
BL030,Trimethoprim,500.0,4.0,2.0,1.0,-0.9801324503311258,1.6,-12.6,-0.20555555555555555,18215.0,2325.0,3340.0
BL030,Trimethoprim,500.0,4.0,3.0,1.0,-0.9915878023133544,4.4,-26.6,-0.6548611111111111,58417.5,5627.5,6577.5
BL030,Trimethoprim,500.0,4.0,4.0,2.304364471669219,1.1238514548238898,1724.6,-1392.2,-4.6282208588957054,11929017.5,15547665.0,27249987.5
BL030,Trimethoprim,50.0,4.0,4.0,3.4832317657429765,0.375186846038864,931.8,-919.2,-52.632535885167464,19244080.0,22740092.5,30078870.0
BL030,Trimethoprim,5.0,4.0,4.0,1.372343103758317,-0.20417191152670383,511.0,-482.2,-13.584745762711865,10883027.5,7849407.5,17030267.5
BL030,Trimethoprim,0.5,4.0,4.0,1.033967391304348,-0.3965997770345596,286.0,-368.6,-8.612543554006969,8982147.5,5791130.0,13038417.5
BL030,Trimethoprim,0.05,4.0,4.0,1.1216720397000761,-0.3528452928605064,670.4,-512.6,-9.192982456140351,8991102.5,5305230.0,12350685.0
BL030,Trimethoprim,500.0,5.0,1.0,1.5,-1.0,2.4,-1.6,-0.018532818532818532,4197.5,1630.0,1712.5
BL030,Trimethoprim,500.0,5.0,2.0,1.0,-0.9529411764705882,2.8,-5.6,-0.05625,7550.0,2935.0,3517.5
BL030,Trimethoprim,500.0,5.0,3.0,1.0,-0.9445506692160612,5.4,-17.0,-0.34305555555555556,50017.5,12427.5,19840.0
BL030,Trimethoprim,500.0,5.0,4.0,22.78227638917579,15.343730634166494,686.0,-329.6,-56.16036036036036,18045617.5,33190607.5,71124987.5
BL030,Trimethoprim,50.0,5.0,1.0,2.5454545454545454,1.5454545454545454,1.4,-1.8,0.0,1042.5,852.5,3297.5
BL030,Trimethoprim,50.0,5.0,2.0,1.0,-0.9008264462809917,1.6,-5.6,-0.07569444444444444,5182.5,1187.5,2317.5
BL030,Trimethoprim,50.0,5.0,3.0,1.0,-0.975609756097561,2.4,-12.8,-0.19444444444444445,18455.0,3872.5,3727.5
BL030,Trimethoprim,50.0,5.0,4.0,16.208883751651253,-0.3989431968295905,1285.0,-991.4,-73.84453125,18196060.0,9557450.0,4078120.0
BL030,Trimethoprim,5.0,5.0,1.0,1.0,-1.0,1.4,-2.8,-0.019444444444444445,1152.5,787.5,1285.0
BL030,Trimethoprim,5.0,5.0,2.0,3.234042553191489,2.106382978723404,4.8,-4.8,-0.6,2767.5,995.0,19755.0
BL030,Trimethoprim,5.0,5.0,3.0,1.0,-0.9512516469038208,11.4,-21.4,-0.5013888888888889,92060.0,8967.5,19507.5
BL030,Trimethoprim,5.0,5.0,4.0,13.57045524930319,-0.6090120780427377,1166.8,-629.8,-67.01811023622047,17924280.0,8963307.5,3687830.0
BL030,Trimethoprim,0.5,5.0,1.0,1.0,-0.9915966386554622,1.4,-7.4,-0.08194444444444444,3282.5,635.0,1257.5
BL030,Trimethoprim,0.5,5.0,2.0,1.0,-1.0,1.8,-2.6,-0.022222222222222223,2037.5,845.0,1167.5
BL030,Trimethoprim,0.5,5.0,3.0,1.0,-1.0,4.0,-5.2,-0.06875,8747.5,2417.5,2302.5
BL030,Trimethoprim,0.5,5.0,4.0,11.671383882019962,-0.6707880232384925,944.8,-708.2,-57.68181818181818,15681747.5,6907250.0,3145425.0
BL030,Trimethoprim,0.05,5.0,1.0,3.0,-0.5555555555555556,1.8,-2.0,-0.017293233082706767,4250.0,1800.0,1802.5
BL030,Trimethoprim,0.05,5.0,2.0,1.0,-1.0,2.4,-11.6,-0.1736111111111111,13892.5,2315.0,1962.5
BL030,Trimethoprim,0.05,5.0,3.0,1.0,-1.0,4.8,-14.0,-0.41458333333333336,58765.0,4457.5,3580.0
BL030,Trimethoprim,0.05,5.0,4.0,11.938953028625653,-0.312668037324055,1016.4,-719.2,-55.79921568627451,14947222.5,7717820.0,6833745.0
BL030,DEET,500.0,1.0,1.0,3.621359223300971,1.058252427184466,53.4,-36.0,-0.4717948717948718,251402.5,41770.0,281317.5
BL030,DEET,500.0,1.0,2.0,4.322660098522167,2.2389162561576357,52.6,-30.8,-0.3271375464684015,283120.0,49060.0,374217.5
BL030,DEET,500.0,1.0,3.0,4.713656387665198,1.7995594713656389,59.8,-34.2,-0.6389705882352941,300767.5,40770.0,346170.0
BL030,DEET,500.0,1.0,4.0,5.332622601279318,1.8869936034115138,53.0,-42.4,-0.8464944649446494,333020.0,43275.0,378492.5
BL030,DEET,50.0,1.0,1.0,3.807511737089202,1.6431924882629108,66.2,-29.4,-0.36072727272727273,257117.5,32077.5,314510.0
BL030,DEET,50.0,1.0,2.0,4.154545454545454,2.081818181818182,58.8,-31.2,-0.3445255474452555,278155.0,35940.0,395550.0
BL030,DEET,50.0,1.0,3.0,5.19406392694064,2.4315068493150687,57.2,-35.6,-0.5676470588235294,309580.0,34650.0,381577.5
BL030,DEET,50.0,1.0,4.0,5.226611226611227,2.1642411642411643,55.8,-36.8,-0.7321033210332103,341422.5,39417.5,428137.5
BL030,DEET,5.0,1.0,1.0,3.7757009345794392,1.5116822429906542,60.8,-32.8,-0.3977941176470588,256875.0,28807.5,270730.0
BL030,DEET,5.0,1.0,2.0,4.30365296803653,2.2968036529680367,63.4,-27.2,-0.3254612546125461,283247.5,34672.5,375330.0
BL030,DEET,5.0,1.0,3.0,5.176211453744493,2.0726872246696035,57.8,-36.6,-0.7047970479704797,319930.0,36467.5,313235.0
BL030,DEET,5.0,1.0,4.0,5.23125,2.2041666666666666,56.0,-46.6,-0.7180811808118082,336715.0,41657.5,398292.5
BL030,DEET,0.5,1.0,1.0,3.949760765550239,1.729665071770335,52.2,-30.2,-0.3709090909090909,254332.5,27937.5,330107.5
