strain,chemical,concentration,experiment,replicate,peak_to_baseline_ratio,fold_change,max_derivative,min_derivative,signal_decay_rate,auc_early,auc_mid,auc_late
BL030,DEET,0.5,1.0,2.0,4.1342592592592595,1.8240740740740742,57.2,-32.0,-0.4177121771217712,271140.0,30205.0,289630.0
BL030,DEET,0.5,1.0,3.0,5.037199124726477,2.25382932166302,60.6,-44.4,-0.6037037037037037,316230.0,35557.5,371552.5
BL030,DEET,0.5,1.0,4.0,5.439490445859873,2.082802547770701,57.4,-45.8,-0.8191881918819188,341082.5,40152.5,368722.5
BL030,DEET,0.05,1.0,1.0,3.9830917874396135,1.6908212560386473,62.8,-25.8,-0.3905109489051095,258722.5,27815.0,307857.5
BL030,DEET,0.05,1.0,2.0,4.282555282555283,1.9017199017199018,68.0,-32.2,-0.4117216117216117,269020.0,32062.5,343247.5
BL030,DEET,0.05,1.0,3.0,5.644859813084112,1.8341121495327102,59.0,-42.4,-0.8878228782287823,325922.5,36590.0,368760.0
BL030,DEET,0.05,1.0,4.0,5.681318681318682,1.6263736263736264,72.4,-41.6,-1.0258302583025831,350120.0,41957.5,284437.5
BL030,DEET,500.0,2.0,1.0,39.06467065868264,38.06467065868264,115.2,-18.4,0.0,638887.5,936355.0,9220607.5
BL030,DEET,500.0,2.0,2.0,36.14553990610329,35.14553990610329,107.2,-21.4,0.0,724250.0,1025795.0,8784865.0
BL030,DEET,500.0,2.0,3.0,47.22096956031567,46.22096956031567,157.4,-23.4,0.0,886235.0,1187062.5,11853242.5
BL030,DEET,500.0,2.0,4.0,54.096597145993414,53.096597145993414,211.4,-40.4,0.0,1005460.0,1221660.0,14324612.5
BL030,DEET,50.0,2.0,1.0,34.21146953405018,33.21146953405018,120.8,-18.0,0.0,666985.0,932145.0,7884480.0
BL030,DEET,50.0,2.0,2.0,2.7085253456221197,-0.7569124423963134,35.8,-21.6,-1.8448275862068966,688280.0,710867.5,290725.0
BL030,DEET,50.0,2.0,3.0,51.29726516052319,50.29726516052319,196.2,-29.4,0.0,922527.5,1218375.0,11325122.5
BL030,DEET,50.0,2.0,4.0,60.8453947368421,59.8453947368421,212.2,-24.6,0.0,1009475.0,1253657.5,15917390.0
BL030,DEET,5.0,2.0,1.0,2.395715896279594,-0.8049605411499436,31.0,-18.4,-1.876923076923077,616065.0,665565.0,301170.0
BL030,DEET,5.0,2.0,2.0,2.617713004484305,-0.7847533632286996,40.2,-18.4,-1.9660550458715595,683202.5,717855.0,297722.5
BL030,DEET,5.0,2.0,3.0,3.718146718146718,0.2187902187902188,41.6,-20.2,-1.6049586776859504,841557.5,802507.5,486585.0
BL030,DEET,5.0,2.0,4.0,3.3574660633484164,-0.3778280542986425,52.6,-21.0,-1.9901234567901234,887140.0,788782.5,410317.5
BL030,DEET,0.5,2.0,1.0,2.7352216748768474,-0.7881773399014779,25.0,-16.4,-1.906046511627907,636700.0,693290.0,313550.0
BL030,DEET,0.5,2.0,2.0,2.8250591016548463,-0.7718676122931442,36.2,-23.6,-2.1125,684670.0,729835.0,311112.5
BL030,DEET,0.5,2.0,3.0,3.2860438292964242,-0.7750865051903114,43.4,-24.6,-2.2116666666666664,837885.0,763690.0,307010.0
BL030,DEET,0.5,2.0,4.0,3.2797814207650275,0.04262295081967213,50.0,-26.0,-1.6710204081632654,893032.5,803790.0,497075.0
BL030,DEET,0.05,2.0,1.0,2.583431952662722,-0.8106508875739645,31.8,-15.8,-2.0129353233830845,634982.5,684830.0,293915.0
BL030,DEET,0.05,2.0,2.0,2.7053364269141533,-0.8167053364269141,34.2,-21.4,-2.080382775119617,674242.5,726230.0,291547.5
BL030,DEET,0.05,2.0,3.0,3.2355555555555555,-0.7955555555555556,46.2,-19.6,-2.2733333333333334,851615.0,757445.0,300980.0
BL030,DEET,0.05,2.0,4.0,8.002604166666666,6.981770833333333,49.2,-35.0,-1.6,871977.5,836762.5,1850410.0
BL030,DEET,500.0,3.0,1.0,39.06467065868264,38.06467065868264,115.2,-18.4,0.0,638887.5,936355.0,9220607.5
BL030,DEET,500.0,3.0,2.0,36.14553990610329,35.14553990610329,107.2,-21.4,0.0,724250.0,1025795.0,8784865.0
BL030,DEET,500.0,3.0,3.0,47.22096956031567,46.22096956031567,157.4,-23.4,0.0,886235.0,1187062.5,11853242.5
BL030,DEET,500.0,3.0,4.0,54.096597145993414,53.096597145993414,211.4,-40.4,0.0,1005460.0,1221660.0,14324612.5
BL030,DEET,50.0,3.0,1.0,34.21146953405018,33.21146953405018,120.8,-18.0,0.0,666985.0,932145.0,7884480.0
BL030,DEET,50.0,3.0,2.0,2.7085253456221197,-0.7569124423963134,35.8,-21.6,-1.8448275862068966,688280.0,710867.5,290725.0
BL030,DEET,50.0,3.0,3.0,51.29726516052319,50.29726516052319,196.2,-29.4,0.0,922527.5,1218375.0,11325122.5
BL030,DEET,50.0,3.0,4.0,60.8453947368421,59.8453947368421,212.2,-24.6,0.0,1009475.0,1253657.5,15917390.0
BL030,DEET,5.0,3.0,1.0,2.395715896279594,-0.8049605411499436,31.0,-18.4,-1.876923076923077,616065.0,665565.0,301170.0
BL030,DEET,5.0,3.0,2.0,2.617713004484305,-0.7847533632286996,40.2,-18.4,-1.9660550458715595,683202.5,717855.0,297722.5
BL030,DEET,5.0,3.0,3.0,3.718146718146718,0.2187902187902188,41.6,-20.2,-1.6049586776859504,841557.5,802507.5,486585.0
BL030,DEET,5.0,3.0,4.0,3.3574660633484164,-0.3778280542986425,52.6,-21.0,-1.9901234567901234,887140.0,788782.5,410317.5
BL030,DEET,0.5,3.0,1.0,2.7352216748768474,-0.7881773399014779,25.0,-16.4,-1.906046511627907,636700.0,693290.0,313550.0
BL030,DEET,0.5,3.0,2.0,2.8250591016548463,-0.7718676122931442,36.2,-23.6,-2.1125,684670.0,729835.0,311112.5
BL030,DEET,0.5,3.0,3.0,3.2860438292964242,-0.7750865051903114,43.4,-24.6,-2.2116666666666664,837885.0,763690.0,307010.0
BL030,DEET,0.5,3.0,4.0,3.2797814207650275,0.04262295081967213,50.0,-26.0,-1.6710204081632654,893032.5,803790.0,497075.0
BL030,DEET,0.05,3.0,1.0,2.583431952662722,-0.8106508875739645,31.8,-15.8,-2.0129353233830845,634982.5,684830.0,293915.0
BL030,DEET,0.05,3.0,2.0,2.7053364269141533,-0.8167053364269141,34.2,-21.4,-2.080382775119617,674242.5,726230.0,291547.5
BL030,DEET,0.05,3.0,3.0,3.2355555555555555,-0.7955555555555556,46.2,-19.6,-2.2733333333333334,851615.0,757445.0,300980.0
BL030,DEET,0.05,3.0,4.0,8.002604166666666,6.981770833333333,49.2,-35.0,-1.6,871977.5,836762.5,1850410.0
BL030,DEET,500.0,4.0,1.0,1.3333333333333333,-0.6666666666666666,0.6,-0.6,-0.0024,587.5,557.5,985.0
BL030,DEET,500.0,4.0,2.0,2.2,-0.8,1.6,-1.8,-0.009950248756218905,637.5,642.5,985.0
BL030,DEET,500.0,4.0,3.0,1.0,-0.8,0.8,-0.6,-0.005555555555555556,830.0,565.0,1090.0
BL030,DEET,500.0,4.0,4.0,1.0,-0.976303317535545,1.2,-7.8,-0.14305555555555555,8900.0,840.0,2540.0
BL030,DEET,50.0,4.0,1.0,2.0,-0.6666666666666666,1.0,-1.0,-0.004651162790697674,530.0,547.5,962.5
BL030,DEET,50.0,4.0,2.0,7.0,0.0,1.2,-1.0,-0.005607476635514018,520.0,537.5,977.5
BL030,DEET,50.0,4.0,3.0,1.3333333333333333,-0.3333333333333333,0.6,-0.6,-0.0013937282229965157,630.0,510.0,1042.5
BL030,DEET,50.0,4.0,4.0,1.0,-0.989247311827957,1.0,-11.0,-0.19166666666666668,10445.0,552.5,1017.5
BL030,DEET,5.0,4.0,1.0,1.0,0.0,0.6,-0.6,0.0,537.5,527.5,900.0
BL030,DEET,5.0,4.0,2.0,1.0,-0.875,0.8,-0.6,-0.004861111111111111,577.5,465.0,950.0
BL030,DEET,5.0,4.0,3.0,1.0,-0.9166666666666666,0.8,-1.0,-0.007638888888888889,590.0,492.5,860.0
BL030,DEET,5.0,4.0,4.0,1.0,-0.973421926910299,1.8,-11.0,-0.20347222222222222,13957.5,982.5,3167.5
BL030,DEET,0.5,4.0,1.0,1.5,-0.5,0.8,-1.0,-0.004081632653061225,507.5,497.5,950.0
BL030,DEET,0.5,4.0,2.0,1.0,-0.9090909090909091,0.6,-1.4,-0.006944444444444444,557.5,497.5,930.0
BL030,DEET,0.5,4.0,3.0,1.0,-1.0,1.4,-1.4,-0.009722222222222222,652.5,442.5,925.0
BL030,DEET,0.5,4.0,4.0,1.0,-0.9833333333333333,0.8,-5.0,-0.12291666666666666,7350.0,587.5,1145.0
BL030,DEET,0.05,4.0,1.0,2.0,-0.3333333333333333,0.8,-1.2,-0.01568627450980392,535.0,525.0,962.5
BL030,DEET,0.05,4.0,2.0,1.0,-0.875,1.0,-1.0,-0.004861111111111111,625.0,507.5,935.0
BL030,DEET,0.05,4.0,3.0,1.5,0.0,0.6,-0.6,-0.0007042253521126761,575.0,497.5,1032.5
BL030,DEET,0.05,4.0,4.0,1.0,-0.9779411764705882,0.8,-7.8,-0.18472222222222223,12122.5,1112.5,3055.0
BL030,DEET,500.0,5.0,1.0,5.0,2.0,0.8,-1.2,-0.05,647.5,590.0,2147.5
BL030,DEET,500.0,5.0,2.0,1.75,-0.75,1.0,-1.0,-0.021052631578947368,692.5,617.5,1257.5
BL030,DEET,500.0,5.0,3.0,1.0,-0.75,0.6,-0.6,-0.0020833333333333333,692.5,560.0,1205.0
BL030,DEET,500.0,5.0,4.0,1.5,-0.6666666666666666,1.6,-1.4,-0.008284023668639054,1175.0,610.0,1260.0
BL030,DEET,50.0,5.0,1.0,7.0,2.0,1.6,-1.4,-0.025396825396825397,645.0,615.0,4290.0
BL030,DEET,50.0,5.0,2.0,9.666666666666666,-0.6666666666666666,5.4,-5.6,-0.02814070351758794,652.5,717.5,1255.0
BL030,DEET,50.0,5.0,3.0,4.5,-0.5,1.4,-1.4,-0.04,630.0,557.5,1290.0
BL030,DEET,50.0,5.0,4.0,6.0,-0.3333333333333333,3.4,-3.0,-0.4,735.0,655.0,1417.5
BL030,DEET,5.0,5.0,1.0,5.0,-0.5,1.4,-1.8,-0.007792207792207792,730.0,630.0,1202.5
BL030,DEET,5.0,5.0,2.0,3.5,0.0,1.0,-1.0,-0.004149377593360996,627.5,617.5,1190.0
BL030,DEET,5.0,5.0,3.0,1.6666666666666667,-0.3333333333333333,0.6,-0.8,-0.004838709677419355,605.0,550.0,1157.5
BL030,DEET,5.0,5.0,4.0,2.5,0.0,0.8,-0.8,-0.0021201413427561835,792.5,612.5,1165.0
BL030,DEET,0.5,5.0,1.0,2.0,0.5,0.6,-0.6,-0.0006968641114982578,577.5,615.0,1205.0
BL030,DEET,0.5,5.0,2.0,2.5,0.0,0.6,-0.8,-0.03529411764705882,595.0,617.5,1222.5
BL030,DEET,0.5,5.0,3.0,1.6666666666666667,-0.6666666666666666,0.6,-0.6,-0.004597701149425287,645.0,545.0,1250.0
BL030,DEET,0.5,5.0,4.0,4.0,-0.6666666666666666,2.2,-2.2,-0.01476510067114094,707.5,672.5,1200.0
BL030,DEET,0.05,5.0,1.0,2.0,0.0,0.6,-0.6,-0.0014184397163120568,590.0,575.0,1220.0
BL030,DEET,0.05,5.0,2.0,4.0,0.0,1.0,-1.0,-0.005970149253731343,592.5,657.5,1130.0
BL030,DEET,0.05,5.0,3.0,5.0,0.0,1.0,-0.8,-0.00522875816993464,670.0,525.0,1250.0
BL030,DEET,0.05,5.0,4.0,1.2,-1.0,1.0,-0.8,-0.004428044280442804,935.0,642.5,1270.0
BL030,Propoxur,500.0,1.0,1.0,2.491801544483233,0.6074614760746148,861.6,-1305.2,-21.90305676855895,20426982.5,7331240.0,18874237.5
BL030,Propoxur,500.0,1.0,2.0,2.435967585538163,0.4903033661171907,715.8,-1264.6,-22.02177419354839,20534550.0,7283890.0,17922345.0
BL030,Propoxur,500.0,1.0,3.0,2.1593164663125526,-0.8576320939334638,880.2,-601.6,-46.35903614457831,16883792.5,4700247.5,3668975.0
BL030,Propoxur,500.0,1.0,4.0,2.475647739329842,0.8678166820686587,909.4,-1061.8,-14.2072,19956277.5,8174020.0,19556485.0
BL030,Propoxur,50.0,1.0,1.0,2.2921147569146196,0.3520700910496478,785.0,-989.0,-22.153846153846153,19561447.5,9378667.5,17887007.5
BL030,Propoxur,50.0,1.0,2.0,2.3715460469005887,0.5045471967664379,692.6,-907.8,-19.985542168674698,19565017.5,9351700.0,20317557.5
BL030,Propoxur,50.0,1.0,3.0,2.1153873363990097,-0.9014503006720905,800.2,-480.8,-45.980645161290326,16630022.5,5901365.0,3960002.5
BL030,Propoxur,50.0,1.0,4.0,2.0465818134103135,-0.9129707387481958,882.0,-564.2,-47.97991967871486,17030597.5,6102227.5,3919882.5
BL030,Propoxur,5.0,1.0,1.0,2.3165716759252577,0.5953394415987302,786.0,-780.0,-16.255284552845527,19867185.0,11504022.5,21411042.5
BL030,Propoxur,5.0,1.0,2.0,2.2398762461326918,0.5216569267789618,662.6,-770.8,-18.489380530973452,20046522.5,11729737.5,21164652.5
BL030,Propoxur,5.0,1.0,3.0,1.7559599934415477,-0.9198229217904574,706.4,-479.2,-37.16581818181818,15907160.0,6717095.0,3800085.0
BL030,Propoxur,5.0,1.0,4.0,1.8169725216040393,-0.9221930931805677,803.8,-457.6,-39.366300366300365,16959087.5,6878637.5,3986872.5
BL030,Propoxur,0.5,1.0,1.0,2.2190183837478012,0.3903011071637982,888.6,-1010.2,-21.26283185840708,19787425.0,11530142.5,19173287.5
BL030,Propoxur,0.5,1.0,2.0,2.2302484598199173,0.36131609234310474,967.8,-1051.8,-22.716814159292035,19886450.0,11525297.5,18524542.5
BL030,Propoxur,0.5,1.0,3.0,1.9112134854989007,-0.9155411300736398,576.2,-557.8,-38.345787545787545,16419200.0,6421255.0,3749127.5
BL030,Propoxur,0.5,1.0,4.0,1.9220796489595107,-0.9129047270793166,846.6,-571.0,-40.43956043956044,17208442.5,6439617.5,3877385.0
BL030,Propoxur,0.05,1.0,1.0,1.9268344862012408,-0.9218070313057121,664.6,-626.8,-37.98315018315018,16349592.5,6053455.0,3524835.0
BL030,Propoxur,0.05,1.0,2.0,2.17248612802815,0.2784882934091217,929.2,-1060.2,-23.383185840707963,19531672.5,12099790.0,17942555.0
BL030,Propoxur,0.05,1.0,3.0,1.8915362852370727,-0.9218393155401029,666.8,-596.8,-38.973626373626374,16394600.0,6199902.5,3855637.5
BL030,Propoxur,0.05,1.0,4.0,1.981822490014217,-0.912023559677747,618.2,-570.4,-44.7584,17376432.5,6239482.5,3897997.5
BL030,Propoxur,500.0,2.0,1.0,1.3127811300054855,0.0258036204059243,900.6,-1404.8,-10.67673469387755,12559982.5,7525525.0,28571212.5
BL030,Propoxur,500.0,2.0,2.0,1.2140366802137272,-0.09805458708972005,1059.0,-1372.0,-12.349387755102041,12398992.5,7257355.0,25040885.0
BL030,Propoxur,500.0,2.0,3.0,1.2082105054901573,-0.09417350875457513,927.0,-1325.2,-12.476734693877551,12947745.0,7981475.0,26557770.0
BL030,Propoxur,500.0,2.0,4.0,1.1252124324936743,-0.024604403489557763,1312.2,-1182.2,-6.476734693877551,13156835.0,7981002.5,28648090.0
BL030,Propoxur,50.0,2.0,1.0,1.1107818174228827,-0.09208164628292358,1140.0,-1018.2,-7.9346938775510205,12613340.0,9269577.5,22724947.5
BL030,Propoxur,50.0,2.0,2.0,1.0555577897530766,-0.11294538727579828,902.4,-985.8,-6.840816326530613,12610797.5,9503087.5,23363952.5
BL030,Propoxur,50.0,2.0,3.0,1.0360648121261398,-0.8009175910331611,837.8,-960.4,-30.129616724738675,12649287.5,8347750.0,7267385.0
BL030,Propoxur,50.0,2.0,4.0,1.026293815293834,-0.9580820545174519,852.2,-897.6,-36.96794425087108,10699245.0,5036352.5,3136372.5
BL030,Propoxur,5.0,2.0,1.0,1.0330707702302164,-0.0691867310893662,662.0,-809.4,-3.510104529616725,10309925.0,12056727.5,23840642.5
BL030,Propoxur,5.0,2.0,2.0,1.04077049656374,-0.1114122543800213,808.6,-909.4,-6.417142857142857,13036010.0,10897780.0,23873397.5
BL030,Propoxur,5.0,2.0,3.0,1.0356199764846477,-0.8095641949846765,930.4,-906.8,-30.55679442508711,9579315.0,829605.0,3379102.5
BL030,Propoxur,5.0,2.0,4.0,1.1247865468854406,-0.36758482441161183,690.4,-1026.4,-21.832921810699588,14003832.5,10529587.5,20793990.0
BL030,Propoxur,0.5,2.0,1.0,1.0366569214728192,-0.9584772964242635,709.8,-742.6,-33.9198606271777,9550512.5,5238210.0,3042327.5
BL030,Propoxur,0.5,2.0,2.0,1.092520527688057,-0.8274701327003152,878.8,-1025.8,-38.91522633744856,12711150.0,9565432.5,6823770.0
BL030,Propoxur,0.5,2.0,3.0,1.102716891477621,-0.8941791845493562,763.4,-1024.0,-42.82304526748971,12854552.5,8228592.5,4609002.5
BL030,Propoxur,0.5,2.0,4.0,1.0933893941358426,-0.437737316860842,988.6,-1131.2,-23.60082304526749,13204602.5,11424325.0,18970360.0
BL030,Propoxur,0.05,2.0,1.0,1.0209053630296696,-0.9624507517890166,602.2,-767.8,-34.09059233449477,9209125.0,4837867.5,2899662.5
BL030,Propoxur,0.05,2.0,2.0,1.0378206665068328,-0.9636378166706625,499.0,-851.6,-34.930313588850176,9654515.0,4957602.5,2871557.5
BL030,Propoxur,0.05,2.0,3.0,1.0313419347395543,-0.9637933355125271,622.2,-828.4,-36.06550522648084,10010152.5,5134855.0,2864992.5
BL030,Propoxur,0.05,2.0,4.0,1.068547788661324,0.04780721282279608,549.4,-1132.6,-13.152941176470588,12507792.5,12052437.5,27941152.5
BL030,Propoxur,500.0,3.0,1.0,1.3127811300054855,0.0258036204059243,900.6,-1404.8,-10.67673469387755,12559982.5,7525525.0,28571212.5
BL030,Propoxur,500.0,3.0,2.0,1.2140366802137272,-0.09805458708972005,1059.0,-1372.0,-12.349387755102041,12398992.5,7257355.0,25040885.0
BL030,Propoxur,500.0,3.0,3.0,1.2082105054901573,-0.09417350875457513,927.0,-1325.2,-12.476734693877551,12947745.0,7981475.0,26557770.0
BL030,Propoxur,500.0,3.0,4.0,1.1252124324936743,-0.024604403489557763,1312.2,-1182.2,-6.476734693877551,13156835.0,7981002.5,28648090.0
BL030,Propoxur,50.0,3.0,1.0,1.1107818174228827,-0.09208164628292358,1140.0,-1018.2,-7.9346938775510205,12613340.0,9269577.5,22724947.5
BL030,Propoxur,50.0,3.0,2.0,1.0555577897530766,-0.11294538727579828,902.4,-985.8,-6.840816326530613,12610797.5,9503087.5,23363952.5
BL030,Propoxur,50.0,3.0,3.0,1.0360648121261398,-0.8009175910331611,837.8,-960.4,-30.129616724738675,12649287.5,8347750.0,7267385.0
BL030,Propoxur,50.0,3.0,4.0,1.026293815293834,-0.9580820545174519,852.2,-897.6,-36.96794425087108,10699245.0,5036352.5,3136372.5
BL030,Propoxur,5.0,3.0,1.0,1.0330707702302164,-0.0691867310893662,662.0,-809.4,-3.510104529616725,10309925.0,12056727.5,23840642.5
BL030,Propoxur,5.0,3.0,2.0,1.04077049656374,-0.1114122543800213,808.6,-909.4,-6.417142857142857,13036010.0,10897780.0,23873397.5
BL030,Propoxur,5.0,3.0,3.0,1.0356199764846477,-0.8095641949846765,930.4,-906.8,-30.55679442508711,9579315.0,829605.0,3379102.5
BL030,Propoxur,5.0,3.0,4.0,1.1247865468854406,-0.36758482441161183,690.4,-1026.4,-21.832921810699588,14003832.5,10529587.5,20793990.0
BL030,Propoxur,0.5,3.0,1.0,1.0366569214728192,-0.9584772964242635,709.8,-742.6,-33.9198606271777,9550512.5,5238210.0,3042327.5
BL030,Propoxur,0.5,3.0,2.0,1.092520527688057,-0.8274701327003152,878.8,-1025.8,-38.91522633744856,12711150.0,9565432.5,6823770.0
BL030,Propoxur,0.5,3.0,3.0,1.102716891477621,-0.8941791845493562,763.4,-1024.0,-42.82304526748971,12854552.5,8228592.5,4609002.5
BL030,Propoxur,0.5,3.0,4.0,1.0933893941358426,-0.437737316860842,988.6,-1131.2,-23.60082304526749,13204602.5,11424325.0,18970360.0
BL030,Propoxur,0.05,3.0,1.0,1.0209053630296696,-0.9624507517890166,602.2,-767.8,-34.09059233449477,9209125.0,4837867.5,2899662.5
BL030,Propoxur,0.05,3.0,2.0,1.0378206665068328,-0.9636378166706625,499.0,-851.6,-34.930313588850176,9654515.0,4957602.5,2871557.5
BL030,Propoxur,0.05,3.0,3.0,1.0313419347395543,-0.9637933355125271,622.2,-828.4,-36.06550522648084,10010152.5,5134855.0,2864992.5
BL030,Propoxur,0.05,3.0,4.0,1.068547788661324,0.04780721282279608,549.4,-1132.6,-13.152941176470588,12507792.5,12052437.5,27941152.5
BL030,Propoxur,500.0,4.0,1.0,1.0,-0.9285714285714286,1.2,-1.4,-0.018055555555555554,3332.5,855.0,1392.5
BL030,Propoxur,500.0,4.0,2.0,1.0,-0.851063829787234,2.4,-15.8,-0.16666666666666666,11410.0,4227.5,19267.5
BL030,Propoxur,500.0,4.0,3.0,1.0,-0.875,1.6,-2.4,-0.024305555555555556,3855.0,1595.0,2807.5
BL030,Propoxur,500.0,4.0,4.0,1.0,-0.8917931422147274,35.8,-91.0,-2.203472222222222,780565.0,414890.0,387102.5
BL030,Propoxur,50.0,4.0,1.0,1.0,-0.9615384615384616,1.0,-2.8,-0.017361111111111112,1047.5,540.0,1010.0
BL030,Propoxur,50.0,4.0,2.0,1.0,-0.9885057471264368,1.2,-10.8,-0.11944444444444445,3880.0,752.5,1362.5
BL030,Propoxur,50.0,4.0,3.0,1.0,-0.9795918367346939,0.8,-3.4,-0.03333333333333333,1610.0,717.5,1302.5
BL030,Propoxur,50.0,4.0,4.0,1.360543179737565,-0.8921269453768691,119.6,-72.2,-5.885304659498208,2217257.5,726215.0,672715.0
BL030,Propoxur,5.0,4.0,1.0,1.0,-0.9571428571428572,1.6,-8.0,-0.09305555555555556,2477.5,610.0,3022.5
BL030,Propoxur,5.0,4.0,2.0,1.0,-0.8,0.6,-0.6,-0.002777777777777778,780.0,560.0,965.0
BL030,Propoxur,5.0,4.0,3.0,1.0,-0.99,2.8,-5.8,-0.06875,2440.0,752.5,1275.0
BL030,Propoxur,5.0,4.0,4.0,1.3701235596279329,-0.8967097042898792,132.6,-60.6,-6.494661921708185,2373755.0,724302.5,682470.0
BL030,Propoxur,0.5,4.0,1.0,1.0,-0.9636363636363636,1.4,-3.8,-0.03680555555555556,1210.0,570.0,1067.5
BL030,Propoxur,0.5,4.0,2.0,1.5,-0.5,1.0,-1.0,-0.0038461538461538464,875.0,587.5,1047.5
BL030,Propoxur,0.5,4.0,3.0,1.0,-0.9822485207100592,0.8,-9.4,-0.11527777777777778,3332.5,600.0,1167.5
BL030,Propoxur,0.5,4.0,4.0,1.0,-0.9372302863868184,11.4,-68.4,-1.6590277777777778,357565.0,201847.5,182685.0
BL030,Propoxur,0.05,4.0,1.0,1.0,-0.9375,1.4,-1.2,-0.010416666666666666,2285.0,752.5,1350.0
BL030,Propoxur,0.05,4.0,2.0,1.0,-0.9901960784313726,2.0,-6.6,-0.07013888888888889,3507.5,790.0,1635.0
BL030,Propoxur,0.05,4.0,3.0,1.0,-0.9805825242718447,0.8,-7.0,-0.07013888888888889,3782.5,910.0,1690.0
BL030,Propoxur,0.05,4.0,4.0,1.2663940205894797,-0.8988859117190805,110.8,-73.2,-5.881138790035587,2171005.0,671905.0,643605.0
BL030,Propoxur,500.0,5.0,1.0,1.0714285714285714,-0.7142857142857143,1.4,-1.2,-0.0077738515901060075,1720.0,622.5,1467.5
BL030,Propoxur,500.0,5.0,2.0,2.125,-0.5,3.0,-2.8,-0.009122807017543859,2005.0,705.0,1725.0
BL030,Propoxur,500.0,5.0,3.0,1.1363636363636365,-0.9090909090909091,2.6,-2.8,-0.01625441696113074,2927.5,800.0,1827.5
BL030,Propoxur,500.0,5.0,4.0,1.8783396226415094,-0.9544150943396227,446.6,-278.0,-17.407885304659498,3482312.5,619647.5,265645.0
BL030,Propoxur,50.0,5.0,1.0,2.6666666666666665,1.3333333333333333,0.6,-0.8,-0.1,727.5,615.0,1947.5
BL030,Propoxur,50.0,5.0,2.0,1.0,-0.9411764705882353,1.6,-1.8,-0.022222222222222223,1660.0,692.5,1317.5
BL030,Propoxur,50.0,5.0,3.0,1.0,-0.9622641509433962,1.6,-2.8,-0.035416666666666666,3625.0,890.0,1482.5
BL030,Propoxur,50.0,5.0,4.0,1.598188998364514,-0.9238501735210818,639.0,-456.4,-27.351971326164875,4941887.5,614952.5,436985.0
BL030,Propoxur,5.0,5.0,1.0,1.6666666666666667,-0.3333333333333333,0.6,-0.8,-0.002564102564102564,685.0,610.0,1152.5
BL030,Propoxur,5.0,5.0,2.0,1.2,-0.6,0.6,-0.8,-0.0027874564459930314,870.0,562.5,1275.0
BL030,Propoxur,5.0,5.0,3.0,1.6,-0.8,1.0,-1.0,-0.010071942446043165,1850.0,737.5,1322.5
BL030,Propoxur,5.0,5.0,4.0,1.6255052264808363,-0.9659233449477352,381.8,-229.0,-16.4294964028777,3323335.0,646057.5,276800.0
BL030,Propoxur,0.5,5.0,1.0,5.5,-0.5,1.8,-1.8,-0.029850746268656716,767.5,632.5,1237.5
BL030,Propoxur,0.5,5.0,2.0,1.6,-0.6,1.4,-1.4,-0.006417112299465241,885.0,700.0,1207.5
BL030,Propoxur,0.5,5.0,3.0,1.0,-0.9285714285714286,1.4,-1.2,-0.018055555555555554,2675.0,817.5,1487.5
BL030,Propoxur,0.5,5.0,4.0,1.354355921349114,-0.84400275135789,710.8,-757.2,-35.960142348754445,6476180.0,607370.0,1162860.0
BL030,Propoxur,0.05,5.0,1.0,1.7142857142857142,-0.7142857142857143,0.8,-1.2,-0.007194244604316547,1485.0,632.5,1360.0
BL030,Propoxur,0.05,5.0,2.0,1.4,-0.7,1.0,-1.0,-0.008,1632.5,657.5,1427.5
BL030,Propoxur,0.05,5.0,3.0,1.0,-0.8611111111111112,1.4,-1.8,-0.021527777777777778,3215.0,765.0,1467.5
BL030,Propoxur,0.05,5.0,4.0,1.562199105914718,-0.8838118982118295,607.2,-452.6,-24.114695340501793,4549700.0,638760.0,595822.5
BL031,Metaldehyde,500.0,5.0,1.0,2.3809889964205224,-0.8675593265279067,2175.6,-1330.6,-61.675636363636364,17006407.5,2407542.5,4987550.0
BL031,Metaldehyde,500.0,5.0,2.0,2.3225318532571078,-0.869895147024893,2108.4,-988.0,-61.971014492753625,18433537.5,2662545.0,5158527.5
BL031,Metaldehyde,500.0,5.0,3.0,2.3331560957083175,-0.8703380174705659,2076.6,-1029.6,-63.29236363636364,19023972.5,2730702.5,5191360.0
BL031,Metaldehyde,500.0,5.0,4.0,2.296349038768445,-0.8667779714699599,2098.0,-1142.8,-66.99771863117871,21214817.5,3200800.0,5752940.0
BL031,Metaldehyde,50.0,5.0,1.0,2.3013274336283187,-0.8468473451327434,1890.4,-1142.0,-56.699270072992704,16011182.5,2580622.5,5272920.0
BL031,Metaldehyde,50.0,5.0,2.0,2.284017673711761,-0.8721470182647116,1834.8,-909.4,-55.72,16304802.5,2525967.5,4682670.0
BL031,Metaldehyde,50.0,5.0,3.0,2.3238014425116673,-0.8638664969594116,1917.0,-887.4,-56.456204379562045,16970427.5,2831432.5,4952505.0
BL031,Metaldehyde,50.0,5.0,4.0,2.3157559251318305,-0.8648664310135018,1796.2,-996.0,-55.13699633699634,18354040.0,3124792.5,5013072.5
BL031,Metaldehyde,5.0,5.0,1.0,2.3339415521351423,-0.8601194855646135,1870.2,-1119.2,-54.417518248175185,15527227.5,2469070.0,4866392.5
